employee_id,department_id,tenure_days,absent_days,total_working_days,absenteeism_rate,attrition_risk,last_updated
473,2,3320,6,10,0.6,MEDIUM,2026-06-10 19:21:08.179490
652,4,962,9,15,0.6,MEDIUM,2026-06-10 19:21:08.198696
163,12,2206,6,10,0.6,MEDIUM,2026-06-10 19:21:08.144842
1013,14,2400,6,10,0.6,MEDIUM,2026-06-10 19:21:08.239671
352,1,2331,6,10,0.6,MEDIUM,2026-06-10 19:21:08.165645
143,10,1588,6,10,0.6,MEDIUM,2026-06-10 19:21:08.142630
861,16,2800,7,12,0.5833333333333334,MEDIUM,2026-06-10 19:21:08.223351
1026,1,1811,7,12,0.5833333333333334,MEDIUM,2026-06-10 19:21:08.241210
478,12,1805,7,12,0.5833333333333334,MEDIUM,2026-06-10 19:21:08.179801
279,1,1218,7,12,0.5833333333333334,MEDIUM,2026-06-10 19:21:08.158473
436,9,452,7,12,0.5833333333333334,MEDIUM,2026-06-10 19:21:08.175876
720,6,71,7,12,0.5833333333333334,HIGH,2026-06-10 19:21:08.207585
997,1,1288,4,7,0.5714285714285714,MEDIUM,2026-06-10 19:21:08.237507
788,15,1611,4,7,0.5714285714285714,MEDIUM,2026-06-10 19:21:08.214520
33,20,1361,8,14,0.5714285714285714,MEDIUM,2026-06-10 19:21:08.129572
419,2,1876,4,7,0.5714285714285714,MEDIUM,2026-06-10 19:21:08.173555
750,14,1991,4,7,0.5714285714285714,MEDIUM,2026-06-10 19:21:08.210975
1032,12,332,8,14,0.5714285714285714,HIGH,2026-06-10 19:21:08.241833
901,5,1975,8,14,0.5714285714285714,MEDIUM,2026-06-10 19:21:08.227423
694,10,2680,8,14,0.5714285714285714,MEDIUM,2026-06-10 19:21:08.204331
980,6,1661,4,7,0.5714285714285714,MEDIUM,2026-06-10 19:21:08.235471
178,8,1187,4,7,0.5714285714285714,MEDIUM,2026-06-10 19:21:08.146626
174,12,335,8,14,0.5714285714285714,HIGH,2026-06-10 19:21:08.146162
90,4,2719,4,7,0.5714285714285714,MEDIUM,2026-06-10 19:21:08.136463
426,11,1697,9,16,0.5625,MEDIUM,2026-06-10 19:21:08.174329
579,9,2160,5,9,0.5555555555555556,MEDIUM,2026-06-10 19:21:08.190526
998,16,1588,5,9,0.5555555555555556,MEDIUM,2026-06-10 19:21:08.237657
1008,4,90,10,18,0.5555555555555556,HIGH,2026-06-10 19:21:08.239052
1095,4,3527,5,9,0.5555555555555556,MEDIUM,2026-06-10 19:21:08.248036
841,12,3483,5,9,0.5555555555555556,MEDIUM,2026-06-10 19:21:08.221023
660,2,1841,5,9,0.5555555555555556,MEDIUM,2026-06-10 19:21:08.199825
317,7,779,5,9,0.5555555555555556,MEDIUM,2026-06-10 19:21:08.162368
541,4,1673,5,9,0.5555555555555556,MEDIUM,2026-06-10 19:21:08.186331
355,10,3421,5,9,0.5555555555555556,MEDIUM,2026-06-10 19:21:08.165951
371,1,1017,5,9,0.5555555555555556,MEDIUM,2026-06-10 19:21:08.167966
1080,16,108,5,9,0.5555555555555556,HIGH,2026-06-10 19:21:08.246477
195,18,1245,5,9,0.5555555555555556,MEDIUM,2026-06-10 19:21:08.148181
941,17,798,10,18,0.5555555555555556,MEDIUM,2026-06-10 19:21:08.231770
212,16,30,6,11,0.5454545454545454,HIGH,2026-06-10 19:21:08.150445
887,6,1783,6,11,0.5454545454545454,MEDIUM,2026-06-10 19:21:08.225885
39,18,304,6,11,0.5454545454545454,HIGH,2026-06-10 19:21:08.130399
855,11,2464,6,11,0.5454545454545454,MEDIUM,2026-06-10 19:21:08.222582
919,7,3542,6,11,0.5454545454545454,MEDIUM,2026-06-10 19:21:08.229611
207,14,856,6,11,0.5454545454545454,MEDIUM,2026-06-10 19:21:08.149981
741,2,3399,6,11,0.5454545454545454,MEDIUM,2026-06-10 19:21:08.209748
721,9,654,6,11,0.5454545454545454,MEDIUM,2026-06-10 19:21:08.207738
902,6,1247,7,13,0.5384615384615384,MEDIUM,2026-06-10 19:21:08.227580
1099,15,3165,7,13,0.5384615384615384,MEDIUM,2026-06-10 19:21:08.248655
18,15,3549,7,13,0.5384615384615384,MEDIUM,2026-06-10 19:21:08.128071
170,5,1312,7,13,0.5384615384615384,MEDIUM,2026-06-10 19:21:08.145578
275,3,830,7,13,0.5384615384615384,MEDIUM,2026-06-10 19:21:08.158004
105,4,1927,7,13,0.5384615384615384,MEDIUM,2026-06-10 19:21:08.138253
913,2,1196,7,13,0.5384615384615384,MEDIUM,2026-06-10 19:21:08.228835
500,14,3296,7,13,0.5384615384615384,MEDIUM,2026-06-10 19:21:08.181988
375,10,3017,7,13,0.5384615384615384,MEDIUM,2026-06-10 19:21:08.168580
888,14,117,8,15,0.5333333333333333,HIGH,2026-06-10 19:21:08.226042
590,14,632,8,15,0.5333333333333333,MEDIUM,2026-06-10 19:21:08.191920
140,18,3494,8,15,0.5333333333333333,MEDIUM,2026-06-10 19:21:08.142189
229,11,1775,8,15,0.5333333333333333,MEDIUM,2026-06-10 19:21:08.152343
248,9,2602,9,17,0.5294117647058824,MEDIUM,2026-06-10 19:21:08.154546
1073,20,112,9,17,0.5294117647058824,HIGH,2026-06-10 19:21:08.246000
434,15,1742,9,17,0.5294117647058824,MEDIUM,2026-06-10 19:21:08.175567
97,2,2498,5,10,0.5,MEDIUM,2026-06-10 19:21:08.137277
353,1,3507,7,14,0.5,MEDIUM,2026-06-10 19:21:08.165795
582,9,1274,5,10,0.5,MEDIUM,2026-06-10 19:21:08.190997
84,4,345,5,10,0.5,HIGH,2026-06-10 19:21:08.135972
449,15,51,4,8,0.5,HIGH,2026-06-10 19:21:08.177116
77,18,3169,4,8,0.5,MEDIUM,2026-06-10 19:21:08.135159
950,14,1876,5,10,0.5,MEDIUM,2026-06-10 19:21:08.232846
645,20,460,3,6,0.5,MEDIUM,2026-06-10 19:21:08.197929
1060,10,796,6,12,0.5,MEDIUM,2026-06-10 19:21:08.244607
573,14,469,4,8,0.5,MEDIUM,2026-06-10 19:21:08.189604
569,6,823,4,8,0.5,MEDIUM,2026-06-10 19:21:08.189291
568,14,364,5,10,0.5,HIGH,2026-06-10 19:21:08.189137
789,9,2688,4,8,0.5,MEDIUM,2026-06-10 19:21:08.214677
62,11,3639,6,12,0.5,MEDIUM,2026-06-10 19:21:08.133347
521,17,3157,7,14,0.5,MEDIUM,2026-06-10 19:21:08.184468
186,17,401,6,12,0.5,MEDIUM,2026-06-10 19:21:08.147247
327,18,1177,7,14,0.5,MEDIUM,2026-06-10 19:21:08.163450
469,6,217,5,10,0.5,HIGH,2026-06-10 19:21:08.179177
58,16,2995,2,4,0.5,MEDIUM,2026-06-10 19:21:08.132860
1,17,2466,6,12,0.5,MEDIUM,2026-06-10 19:21:08.125391
777,19,2288,6,12,0.5,MEDIUM,2026-06-10 19:21:08.213136
52,9,2062,8,16,0.5,MEDIUM,2026-06-10 19:21:08.131877
481,14,43,4,8,0.5,HIGH,2026-06-10 19:21:08.180111
921,8,1050,4,8,0.5,MEDIUM,2026-06-10 19:21:08.229919
937,12,2149,5,10,0.5,MEDIUM,2026-06-10 19:21:08.231456
31,8,2352,5,10,0.5,MEDIUM,2026-06-10 19:21:08.129237
666,1,1189,4,8,0.5,MEDIUM,2026-06-10 19:21:08.200750
203,2,1419,6,12,0.5,MEDIUM,2026-06-10 19:21:08.149308
498,18,1889,3,6,0.5,MEDIUM,2026-06-10 19:21:08.181833
983,19,1444,4,8,0.5,MEDIUM,2026-06-10 19:21:08.235800
270,11,2784,7,14,0.5,MEDIUM,2026-06-10 19:21:08.157202
610,6,209,5,10,0.5,HIGH,2026-06-10 19:21:08.194068
401,7,3425,7,14,0.5,MEDIUM,2026-06-10 19:21:08.171373
916,20,1462,7,14,0.5,MEDIUM,2026-06-10 19:21:08.229299
990,7,1446,5,10,0.5,MEDIUM,2026-06-10 19:21:08.236568
812,20,1096,10,20,0.5,MEDIUM,2026-06-10 19:21:08.217458
389,5,2020,7,14,0.5,MEDIUM,2026-06-10 19:21:08.170139
808,17,2784,6,12,0.5,MEDIUM,2026-06-10 19:21:08.216843
806,16,543,6,12,0.5,MEDIUM,2026-06-10 19:21:08.216693
378,19,2385,4,8,0.5,MEDIUM,2026-06-10 19:21:08.169048
376,6,1351,6,12,0.5,MEDIUM,2026-06-10 19:21:08.168739
144,4,728,6,12,0.5,MEDIUM,2026-06-10 19:21:08.142777
373,14,3392,5,10,0.5,MEDIUM,2026-06-10 19:21:08.168273
829,12,1061,5,10,0.5,MEDIUM,2026-06-10 19:21:08.219771
149,2,1009,3,6,0.5,MEDIUM,2026-06-10 19:21:08.143514
100,6,402,4,8,0.5,MEDIUM,2026-06-10 19:21:08.137437
278,1,503,6,12,0.5,MEDIUM,2026-06-10 19:21:08.158315
696,20,2190,3,6,0.5,MEDIUM,2026-06-10 19:21:08.204645
7,4,958,8,16,0.5,MEDIUM,2026-06-10 19:21:08.126323
119,1,1690,4,8,0.5,MEDIUM,2026-06-10 19:21:08.139706
416,12,878,5,10,0.5,MEDIUM,2026-06-10 19:21:08.173077
822,16,1351,5,10,0.5,MEDIUM,2026-06-10 19:21:08.218858
824,19,3535,9,18,0.5,MEDIUM,2026-06-10 19:21:08.219013
686,6,2677,7,14,0.5,MEDIUM,2026-06-10 19:21:08.203079
1007,14,2110,5,10,0.5,MEDIUM,2026-06-10 19:21:08.238898
504,18,3283,5,10,0.5,MEDIUM,2026-06-10 19:21:08.182454
671,14,948,7,14,0.5,MEDIUM,2026-06-10 19:21:08.201367
217,7,1436,6,12,0.5,MEDIUM,2026-06-10 19:21:08.150921
674,3,3189,3,6,0.5,MEDIUM,2026-06-10 19:21:08.201681
219,20,2623,6,12,0.5,MEDIUM,2026-06-10 19:21:08.151235
291,4,2948,8,16,0.5,MEDIUM,2026-06-10 19:21:08.160180
969,6,376,6,12,0.5,MEDIUM,2026-06-10 19:21:08.234696
9,6,418,6,12,0.5,MEDIUM,2026-06-10 19:21:08.126669
286,19,599,3,6,0.5,MEDIUM,2026-06-10 19:21:08.159406
12,18,460,7,14,0.5,MEDIUM,2026-06-10 19:21:08.127174
725,20,2324,7,14,0.5,MEDIUM,2026-06-10 19:21:08.208203
679,3,3289,11,23,0.4782608695652174,MEDIUM,2026-06-10 19:21:08.201988
73,8,967,9,19,0.47368421052631576,MEDIUM,2026-06-10 19:21:08.134833
109,14,2374,8,17,0.47058823529411764,MEDIUM,2026-06-10 19:21:08.138783
169,11,839,8,17,0.47058823529411764,MEDIUM,2026-06-10 19:21:08.145432
366,10,449,8,17,0.47058823529411764,MEDIUM,2026-06-10 19:21:08.167349
1029,5,3535,8,17,0.47058823529411764,MEDIUM,2026-06-10 19:21:08.241521
989,8,1656,7,15,0.4666666666666667,MEDIUM,2026-06-10 19:21:08.236416
60,10,3488,6,13,0.46153846153846156,MEDIUM,2026-06-10 19:21:08.133183
34,16,2548,6,13,0.46153846153846156,MEDIUM,2026-06-10 19:21:08.129740
94,16,3445,6,13,0.46153846153846156,MEDIUM,2026-06-10 19:21:08.136788
825,16,1679,6,13,0.46153846153846156,MEDIUM,2026-06-10 19:21:08.219162
800,11,683,6,13,0.46153846153846156,MEDIUM,2026-06-10 19:21:08.215755
953,8,809,6,13,0.46153846153846156,MEDIUM,2026-06-10 19:21:08.232999
791,15,1588,6,13,0.46153846153846156,MEDIUM,2026-06-10 19:21:08.214832
776,6,450,6,13,0.46153846153846156,MEDIUM,2026-06-10 19:21:08.212980
745,14,2007,6,13,0.46153846153846156,MEDIUM,2026-06-10 19:21:08.210361
649,20,1402,6,13,0.46153846153846156,MEDIUM,2026-06-10 19:21:08.198545
641,20,443,6,13,0.46153846153846156,MEDIUM,2026-06-10 19:21:08.197310
407,12,2340,6,13,0.46153846153846156,MEDIUM,2026-06-10 19:21:08.171992
525,7,1976,6,13,0.46153846153846156,MEDIUM,2026-06-10 19:21:08.184922
17,2,405,5,11,0.45454545454545453,MEDIUM,2026-06-10 19:21:08.127904
443,18,285,5,11,0.45454545454545453,HIGH,2026-06-10 19:21:08.176499
838,8,2883,5,11,0.45454545454545453,MEDIUM,2026-06-10 19:21:08.220716
1058,16,936,5,11,0.45454545454545453,MEDIUM,2026-06-10 19:21:08.244293
689,11,2542,5,11,0.45454545454545453,MEDIUM,2026-06-10 19:21:08.203542
133,20,2208,5,11,0.45454545454545453,MEDIUM,2026-06-10 19:21:08.141304
602,17,1894,5,11,0.45454545454545453,MEDIUM,2026-06-10 19:21:08.193152
594,12,314,5,11,0.45454545454545453,HIGH,2026-06-10 19:21:08.192380
161,5,3366,5,11,0.45454545454545453,MEDIUM,2026-06-10 19:21:08.144547
351,6,468,5,11,0.45454545454545453,MEDIUM,2026-06-10 19:21:08.165490
857,1,1726,5,11,0.45454545454545453,MEDIUM,2026-06-10 19:21:08.222737
623,6,2334,5,11,0.45454545454545453,MEDIUM,2026-06-10 19:21:08.195151
334,20,579,5,11,0.45454545454545453,MEDIUM,2026-06-10 19:21:08.164076
384,8,1008,5,11,0.45454545454545453,MEDIUM,2026-06-10 19:21:08.169667
1068,5,3392,5,11,0.45454545454545453,MEDIUM,2026-06-10 19:21:08.245380
1066,1,2598,5,11,0.45454545454545453,MEDIUM,2026-06-10 19:21:08.245224
65,8,732,5,11,0.45454545454545453,MEDIUM,2026-06-10 19:21:08.133839
385,10,1230,5,11,0.45454545454545453,MEDIUM,2026-06-10 19:21:08.169816
1091,1,129,5,11,0.45454545454545453,HIGH,2026-06-10 19:21:08.247574
716,7,1588,4,9,0.4444444444444444,MEDIUM,2026-06-10 19:21:08.207281
494,16,546,4,9,0.4444444444444444,MEDIUM,2026-06-10 19:21:08.181368
546,8,1682,4,9,0.4444444444444444,MEDIUM,2026-06-10 19:21:08.186940
1055,20,129,4,9,0.4444444444444444,HIGH,2026-06-10 19:21:08.243830
565,9,197,4,9,0.4444444444444444,HIGH,2026-06-10 19:21:08.188640
706,5,1105,4,9,0.4444444444444444,MEDIUM,2026-06-10 19:21:08.206053
78,2,2123,4,9,0.4444444444444444,MEDIUM,2026-06-10 19:21:08.135322
906,17,2307,4,9,0.4444444444444444,MEDIUM,2026-06-10 19:21:08.227905
423,6,1059,4,9,0.4444444444444444,MEDIUM,2026-06-10 19:21:08.173866
205,7,1141,4,9,0.4444444444444444,MEDIUM,2026-06-10 19:21:08.149617
702,12,533,7,16,0.4375,MEDIUM,2026-06-10 19:21:08.205445
267,14,3117,7,16,0.4375,MEDIUM,2026-06-10 19:21:08.156891
447,11,2585,7,16,0.4375,MEDIUM,2026-06-10 19:21:08.176962
44,10,665,7,16,0.4375,MEDIUM,2026-06-10 19:21:08.131059
946,10,2369,7,16,0.4375,MEDIUM,2026-06-10 19:21:08.232381
1079,6,2382,7,16,0.4375,MEDIUM,2026-06-10 19:21:08.246318
1005,18,616,7,16,0.4375,MEDIUM,2026-06-10 19:21:08.238581
274,15,2597,7,16,0.4375,MEDIUM,2026-06-10 19:21:08.157846
430,20,2637,7,16,0.4375,MEDIUM,2026-06-10 19:21:08.174951
486,9,3248,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.180577
6,16,1211,3,7,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.126143
287,15,1004,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.159559
288,6,1127,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.159716
739,9,3234,3,7,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.209594
670,9,1225,3,7,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.201212
669,2,1689,3,7,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.201060
312,12,1223,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.161888
198,18,1973,3,7,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.148646
196,11,3302,3,7,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.148337
653,3,1701,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.198857
781,7,3131,3,7,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.213752
176,3,2751,3,7,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.146474
1031,17,2889,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.241675
165,10,9,6,14,0.42857142857142855,HIGH,2026-06-10 19:21:08.144987
644,17,364,3,7,0.42857142857142855,HIGH,2026-06-10 19:21:08.197777
152,4,625,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.143810
364,6,1800,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.167039
372,12,349,3,7,0.42857142857142855,HIGH,2026-06-10 19:21:08.168118
1025,14,15,3,7,0.42857142857142855,HIGH,2026-06-10 19:21:08.241057
1070,4,1924,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.245691
141,12,197,6,14,0.42857142857142855,HIGH,2026-06-10 19:21:08.142334
400,2,834,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.171218
599,10,857,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.192691
591,2,1076,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.192074
831,11,1646,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.220089
846,7,417,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.221813
849,6,2398,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.221965
543,2,1411,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.186636
252,3,375,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.155011
492,2,20,6,14,0.42857142857142855,HIGH,2026-06-10 19:21:08.181212
932,6,3617,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.230998
930,4,1708,6,14,0.42857142857142855,MEDIUM,2026-06-10 19:21:08.230845
944,6,858,8,19,0.42105263157894735,MEDIUM,2026-06-10 19:21:08.232074
280,12,2775,8,19,0.42105263157894735,MEDIUM,2026-06-10 19:21:08.158627
245,3,172,5,12,0.4166666666666667,HIGH,2026-06-10 19:21:08.154235
43,15,354,5,12,0.4166666666666667,HIGH,2026-06-10 19:21:08.130893
358,16,1463,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.166263
842,20,371,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.221184
1090,7,3347,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.247417
593,10,1782,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.192228
293,9,196,5,12,0.4166666666666667,HIGH,2026-06-10 19:21:08.160338
826,4,3099,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.219315
1021,9,3647,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.240441
818,10,2372,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.218239
684,16,580,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.202763
854,4,1804,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.222426
511,4,3249,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.183225
775,9,521,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.212829
68,18,3508,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.134002
648,15,2753,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.198390
497,11,2341,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.181676
348,14,3002,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.165184
662,10,1268,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.200135
342,11,2928,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.164556
367,16,975,5,12,0.4166666666666667,MEDIUM,2026-06-10 19:21:08.167503
604,12,3228,7,17,0.4117647058823529,MEDIUM,2026-06-10 19:21:08.193302
379,10,758,6,15,0.4,MEDIUM,2026-06-10 19:21:08.169199
805,2,2480,2,5,0.4,MEDIUM,2026-06-10 19:21:08.216538
988,8,790,6,15,0.4,MEDIUM,2026-06-10 19:21:08.236262
319,16,2993,4,10,0.4,MEDIUM,2026-06-10 19:21:08.162674
146,2,499,2,5,0.4,MEDIUM,2026-06-10 19:21:08.143071
19,15,1438,4,10,0.4,MEDIUM,2026-06-10 19:21:08.128235
909,19,396,4,10,0.4,MEDIUM,2026-06-10 19:21:08.228368
1077,9,2804,4,10,0.4,MEDIUM,2026-06-10 19:21:08.246153
200,18,2295,4,10,0.4,MEDIUM,2026-06-10 19:21:08.148819
392,8,1690,2,5,0.4,MEDIUM,2026-06-10 19:21:08.170444
395,18,1306,4,10,0.4,MEDIUM,2026-06-10 19:21:08.170598
130,8,144,4,10,0.4,MEDIUM,2026-06-10 19:21:08.141011
615,2,798,6,15,0.4,MEDIUM,2026-06-10 19:21:08.194689
404,20,1560,4,10,0.4,MEDIUM,2026-06-10 19:21:08.171683
1020,8,515,6,15,0.4,MEDIUM,2026-06-10 19:21:08.240285
427,20,3005,6,15,0.4,MEDIUM,2026-06-10 19:21:08.174483
1056,3,2190,2,5,0.4,MEDIUM,2026-06-10 19:21:08.243984
507,7,1080,6,15,0.4,MEDIUM,2026-06-10 19:21:08.182761
589,18,323,6,15,0.4,MEDIUM,2026-06-10 19:21:08.191769
87,7,1284,4,10,0.4,MEDIUM,2026-06-10 19:21:08.136135
228,11,1318,2,5,0.4,MEDIUM,2026-06-10 19:21:08.152185
839,14,1021,4,10,0.4,MEDIUM,2026-06-10 19:21:08.220868
1037,6,2397,4,10,0.4,MEDIUM,2026-06-10 19:21:08.242447
555,17,673,4,10,0.4,MEDIUM,2026-06-10 19:21:08.188014
239,11,1463,4,10,0.4,MEDIUM,2026-06-10 19:21:08.153436
942,18,3110,2,5,0.4,MEDIUM,2026-06-10 19:21:08.231921
1039,8,3576,4,10,0.4,MEDIUM,2026-06-10 19:21:08.242757
868,12,2706,4,10,0.4,MEDIUM,2026-06-10 19:21:08.224132
987,8,2225,4,10,0.4,MEDIUM,2026-06-10 19:21:08.236106
796,6,1142,4,10,0.4,MEDIUM,2026-06-10 19:21:08.215295
250,2,2113,2,5,0.4,MEDIUM,2026-06-10 19:21:08.154698
326,20,3365,4,10,0.4,MEDIUM,2026-06-10 19:21:08.163298
153,19,1486,4,10,0.4,MEDIUM,2026-06-10 19:21:08.143953
804,9,2738,6,15,0.4,MEDIUM,2026-06-10 19:21:08.216377
104,16,3050,7,18,0.3888888888888889,MEDIUM,2026-06-10 19:21:08.138091
955,17,1100,7,18,0.3888888888888889,MEDIUM,2026-06-10 19:21:08.233149
517,17,1225,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.183999
907,2,1973,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.228057
581,16,3495,10,26,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.190842
1053,15,1431,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.243678
282,2,2851,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.158947
76,12,3497,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.134993
128,5,2459,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.140704
726,18,2536,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.208358
659,14,1743,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.199670
232,15,2283,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.152814
632,10,48,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.196075
8,7,595,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.126496
802,10,2539,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.216062
551,2,2937,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.187556
742,16,2799,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.209900
767,9,215,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.212215
1022,14,1656,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.240596
1081,3,963,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.246635
265,10,630,5,13,0.38461538461538464,MEDIUM,2026-06-10 19:21:08.156732
